"COUNTY_ID","CONAME","DISTRICT_ID","DISTNAME","ENROLL_LINE_NO","ENROLL_CAT","AMOUNT_1","AMOUNT_2","AMOUNT_3"
27,"MORRIS",4440,"RIVERDALE BORO",52,"Sent Oth Dist SpEd",14.5,18.0,10.0
27,"MORRIS",4440,"RIVERDALE BORO",60,"Received Oth Dist",10.0,13.0,0.0
27,"MORRIS",4480,"ROCKAWAY BORO",11,"Onroll (Full)",519.0,518.0,519.0
27,"MORRIS",4480,"ROCKAWAY BORO",21,"Onroll (SpEd Full)",60.0,65.0,65.0
27,"MORRIS",4480,"ROCKAWAY BORO",40,"Sent Private School",6.0,4.0,4.0
27,"MORRIS",4480,"ROCKAWAY BORO",52,"Sent Oth Dist SpEd",3.0,0,0.0
27,"MORRIS",4480,"ROCKAWAY BORO",60,"Received Oth Dist",20.0,20.0,20.0
27,"MORRIS",4490,"ROCKAWAY TWP",11,"Onroll (Full)",1954.0,1974.0,1956.0
27,"MORRIS",4490,"ROCKAWAY TWP",21,"Onroll (SpEd Full)",414.0,423.0,399.0
27,"MORRIS",4490,"ROCKAWAY TWP",40,"Sent Private School",11.0,5.0,9.0
27,"MORRIS",4490,"ROCKAWAY TWP",51,"Sent Oth Dist Reg",0.0,1.0,0.0
27,"MORRIS",4490,"ROCKAWAY TWP",52,"Sent Oth Dist SpEd",6.0,7.0,7.0
27,"MORRIS",4490,"ROCKAWAY TWP",60,"Received Oth Dist",32.0,26.0,5.0
27,"MORRIS",4560,"ROXBURY TWP",11,"Onroll (Full)",3222.0,3199.0,3187.0
27,"MORRIS",4560,"ROXBURY TWP",12,"Onroll (Shared)",6.0,12.0,0.0
27,"MORRIS",4560,"ROXBURY TWP",21,"Onroll (SpEd Full)",471.0,460.0,498.0
27,"MORRIS",4560,"ROXBURY TWP",22,"Onroll (SpEd Shared)",15.0,12.0,0.0
27,"MORRIS",4560,"ROXBURY TWP",40,"Sent Private School",37.0,35.0,31.0
27,"MORRIS",4560,"ROXBURY TWP",51,"Sent Oth Dist Reg",0.0,1.0,0.0
27,"MORRIS",4560,"ROXBURY TWP",52,"Sent Oth Dist SpEd",12.0,10.0,9.0
27,"MORRIS",4560,"ROXBURY TWP",60,"Received Oth Dist",169.0,171.5,171.0
27,"MORRIS",5520,"WASHINGTON TWP",11,"Onroll (Full)",1906.0,1812.0,1726.0
27,"MORRIS",5520,"WASHINGTON TWP",21,"Onroll (SpEd Full)",370.0,388.0,403.0
27,"MORRIS",5520,"WASHINGTON TWP",40,"Sent Private School",14.0,11.0,11.0
27,"MORRIS",5520,"WASHINGTON TWP",52,"Sent Oth Dist SpEd",6.0,5.0,6.0
27,"MORRIS",5660,"WEST MORRIS REGIONAL",11,"Onroll (Full)",2229.0,2167.0,2099.0
27,"MORRIS",5660,"WEST MORRIS REGIONAL",12,"Onroll (Shared)",7.0,9.0,0.0
27,"MORRIS",5660,"WEST MORRIS REGIONAL",21,"Onroll (SpEd Full)",427.0,425.0,423.0
27,"MORRIS",5660,"WEST MORRIS REGIONAL",22,"Onroll (SpEd Shared)",20.0,18.0,0.0
27,"MORRIS",5660,"WEST MORRIS REGIONAL",40,"Sent Private School",31.0,36.0,44.0
27,"MORRIS",5660,"WEST MORRIS REGIONAL",51,"Sent Oth Dist Reg",0.5,0.5,35.0
27,"MORRIS",5660,"WEST MORRIS REGIONAL",52,"Sent Oth Dist SpEd",13.5,12.0,21.0
27,"MORRIS",5660,"WEST MORRIS REGIONAL",60,"Received Oth Dist",5.0,8.0,5.0
27,"MORRIS",5770,"WHARTON BORO",11,"Onroll (Full)",656.0,660.0,660.0
27,"MORRIS",5770,"WHARTON BORO",21,"Onroll (SpEd Full)",130.0,127.0,131.0
27,"MORRIS",5770,"WHARTON BORO",40,"Sent Private School",5.0,6.0,6.0
27,"MORRIS",5770,"WHARTON BORO",50,"Sent Contract Presch",22.0,0,31.0
27,"MORRIS",5770,"WHARTON BORO",52,"Sent Oth Dist SpEd",2.0,1.0,0.0
27,"MORRIS",5770,"WHARTON BORO",60,"Received Oth Dist",5.0,3.0,0.0
29,"OCEAN",0185,"BARNEGAT TWP",11,"Onroll (Full)",2676.0,2585.0,2474.0
29,"OCEAN",0185,"BARNEGAT TWP",12,"Onroll (Shared)",41.0,42.0,0.0
29,"OCEAN",0185,"BARNEGAT TWP",21,"Onroll (SpEd Full)",462.0,503.0,695.0
29,"OCEAN",0185,"BARNEGAT TWP",22,"Onroll (SpEd Shared)",42.0,40.0,0.0
29,"OCEAN",0185,"BARNEGAT TWP",40,"Sent Private School",10.0,15.0,22.0
29,"OCEAN",0185,"BARNEGAT TWP",51,"Sent Oth Dist Reg",0.0,2.0,0.0
29,"OCEAN",0185,"BARNEGAT TWP",52,"Sent Oth Dist SpEd",6.0,4.0,6.0
29,"OCEAN",0185,"BARNEGAT TWP",60,"Received Oth Dist",22.0,10.0,0.0
29,"OCEAN",0185,"BARNEGAT TWP",70,"State Facilities",2.0,2.0,2.0
29,"OCEAN",0210,"BAY HEAD BORO",11,"Onroll (Full)",139.0,142.0,137.0
29,"OCEAN",0210,"BAY HEAD BORO",21,"Onroll (SpEd Full)",8.0,7.0,6.0
29,"OCEAN",0210,"BAY HEAD BORO",40,"Sent Private School",1.0,1.0,1.0
29,"OCEAN",0210,"BAY HEAD BORO",51,"Sent Oth Dist Reg",18.5,22.0,34.0
29,"OCEAN",0210,"BAY HEAD BORO",52,"Sent Oth Dist SpEd",5.5,5.0,3.0
29,"OCEAN",0210,"BAY HEAD BORO",60,"Received Oth Dist",76.0,84.0,80.0
29,"OCEAN",0230,"BEACH HAVEN BORO",11,"Onroll (Full)",55.0,59.0,64.0
29,"OCEAN",0230,"BEACH HAVEN BORO",21,"Onroll (SpEd Full)",6.0,5.0,5.0
29,"OCEAN",0230,"BEACH HAVEN BORO",52,"Sent Oth Dist SpEd",0,1.0,1.0
29,"OCEAN",0230,"BEACH HAVEN BORO",60,"Received Oth Dist",6.0,8.0,8.0
29,"OCEAN",0320,"BERKELEY TWP",11,"Onroll (Full)",1736.0,1723.0,1674.0
29,"OCEAN",0320,"BERKELEY TWP",21,"Onroll (SpEd Full)",355.0,382.0,380.0
29,"OCEAN",0320,"BERKELEY TWP",40,"Sent Private School",6.0,8.0,0.0
29,"OCEAN",0320,"BERKELEY TWP",52,"Sent Oth Dist SpEd",3.0,1.0,0.0
29,"OCEAN",0320,"BERKELEY TWP",60,"Received Oth Dist",25.0,52.0,0.0
29,"OCEAN",0320,"BERKELEY TWP",70,"State Facilities",0,2.0,0.0
29,"OCEAN",0530,"BRICK TWP",11,"Onroll (Full)",7443.0,7241.0,7205.0
29,"OCEAN",0530,"BRICK TWP",12,"Onroll (Shared)",117.0,107.0,110.0
29,"OCEAN",0530,"BRICK TWP",21,"Onroll (SpEd Full)",1585.0,1506.0,1560.0
29,"OCEAN",0530,"BRICK TWP",22,"Onroll (SpEd Shared)",102.0,94.0,68.0
29,"OCEAN",0530,"BRICK TWP",40,"Sent Private School",89.0,87.0,96.0
29,"OCEAN",0530,"BRICK TWP",51,"Sent Oth Dist Reg",0.0,3.0,3.0
29,"OCEAN",0530,"BRICK TWP",52,"Sent Oth Dist SpEd",8.0,10.0,10.0
29,"OCEAN",0530,"BRICK TWP",60,"Received Oth Dist",68.0,76.0,0.0
29,"OCEAN",0530,"BRICK TWP",70,"State Facilities",2.0,3.0,3.0
29,"OCEAN",0770,"CENTRAL REGIONAL",11,"Onroll (Full)",1526.0,1557.0,1557.0
29,"OCEAN",0770,"CENTRAL REGIONAL",12,"Onroll (Shared)",70.0,74.0,84.0
29,"OCEAN",0770,"CENTRAL REGIONAL",21,"Onroll (SpEd Full)",374.0,363.0,363.0
29,"OCEAN",0770,"CENTRAL REGIONAL",22,"Onroll (SpEd Shared)",32.0,36.0,46.0
29,"OCEAN",0770,"CENTRAL REGIONAL",40,"Sent Private School",16.0,18.0,19.0
29,"OCEAN",0770,"CENTRAL REGIONAL",51,"Sent Oth Dist Reg",0.0,1.0,1.0
29,"OCEAN",0770,"CENTRAL REGIONAL",52,"Sent Oth Dist SpEd",4.0,5.0,5.0
29,"OCEAN",0770,"CENTRAL REGIONAL",60,"Received Oth Dist",7.0,11.0,1.0
29,"OCEAN",0770,"CENTRAL REGIONAL",70,"State Facilities",2.0,2.0,0.0
29,"OCEAN",1150,"EAGLESWOOD TWP",11,"Onroll (Full)",111.0,124.0,122.0
29,"OCEAN",1150,"EAGLESWOOD TWP",21,"Onroll (SpEd Full)",25.0,27.0,15.0
29,"OCEAN",1150,"EAGLESWOOD TWP",40,"Sent Private School",1.0,1.0,0.0
29,"OCEAN",1150,"EAGLESWOOD TWP",52,"Sent Oth Dist SpEd",3.0,2.0,3.0
29,"OCEAN",1150,"EAGLESWOOD TWP",60,"Received Oth Dist",6.0,6.0,0.0
29,"OCEAN",2350,"ISLAND HEIGHTS BORO",11,"Onroll (Full)",108.0,107.0,122.0
29,"OCEAN",2350,"ISLAND HEIGHTS BORO",21,"Onroll (SpEd Full)",11.0,11.0,12.0
29,"OCEAN",2350,"ISLAND HEIGHTS BORO",52,"Sent Oth Dist SpEd",1.0,2.0,0.0
29,"OCEAN",2350,"ISLAND HEIGHTS BORO",60,"Received Oth Dist",13.0,4.0,0.0
29,"OCEAN",2360,"JACKSON TWP",11,"Onroll (Full)",7453.0,7322.0,7322.0
29,"OCEAN",2360,"JACKSON TWP",12,"Onroll (Shared)",116.0,110.0,110.0
29,"OCEAN",2360,"JACKSON TWP",21,"Onroll (SpEd Full)",1155.0,1180.0,1180.0
29,"OCEAN",2360,"JACKSON TWP",22,"Onroll (SpEd Shared)",84.0,67.0,67.0
29,"OCEAN",2360,"JACKSON TWP",40,"Sent Private School",52.5,51.0,51.0
29,"OCEAN",2360,"JACKSON TWP",51,"Sent Oth Dist Reg",7.0,3.0,3.0
29,"OCEAN",2360,"JACKSON TWP",52,"Sent Oth Dist SpEd",20.0,19.5,19.5
29,"OCEAN",2360,"JACKSON TWP",60,"Received Oth Dist",7.0,4.0,4.0
29,"OCEAN",2360,"JACKSON TWP",70,"State Facilities",3.0,3.0,3.0
29,"OCEAN",2480,"LACEY TWP",11,"Onroll (Full)",3459.0,3266.0,3148.0
29,"OCEAN",2480,"LACEY TWP",12,"Onroll (Shared)",36.0,66.0,26.0
29,"OCEAN",2480,"LACEY TWP",21,"Onroll (SpEd Full)",807.0,826.0,912.0
29,"OCEAN",2480,"LACEY TWP",22,"Onroll (SpEd Shared)",8.0,31.0,12.0
29,"OCEAN",2480,"LACEY TWP",40,"Sent Private School",22.0,22.0,25.0
29,"OCEAN",2480,"LACEY TWP",51,"Sent Oth Dist Reg",0.5,2.0,0.0
29,"OCEAN",2480,"LACEY TWP",52,"Sent Oth Dist SpEd",7.0,9.0,16.0
29,"OCEAN",2480,"LACEY TWP",60,"Received Oth Dist",0,6.0,0.0
29,"OCEAN",2480,"LACEY TWP",70,"State Facilities",3.0,3.0,0.0
29,"OCEAN",2500,"LAKEHURST BORO",11,"Onroll (Full)",311.0,279.0,301.0
29,"OCEAN",2500,"LAKEHURST BORO",21,"Onroll (SpEd Full)",72.0,80.0,72.0
29,"OCEAN",2500,"LAKEHURST BORO",40,"Sent Private School",3.0,6.0,6.0
29,"OCEAN",2500,"LAKEHURST BORO",51,"Sent Oth Dist Reg",102.0,109.5,108.0
29,"OCEAN",2500,"LAKEHURST BORO",52,"Sent Oth Dist SpEd",31.5,32.5,33.0
29,"OCEAN",2500,"LAKEHURST BORO",60,"Received Oth Dist",1.0,3.0,0.0
29,"OCEAN",2520,"LAKEWOOD TWP",11,"Onroll (Full)",5027.0,5138.0,5051.0
29,"OCEAN",2520,"LAKEWOOD TWP",12,"Onroll (Shared)",73.0,60.0,0.0
29,"OCEAN",2520,"LAKEWOOD TWP",21,"Onroll (SpEd Full)",753.0,859.0,909.0
29,"OCEAN",2520,"LAKEWOOD TWP",22,"Onroll (SpEd Shared)",11.0,10.0,10.0
29,"OCEAN",2520,"LAKEWOOD TWP",40,"Sent Private School",260.0,299.0,339.0
29,"OCEAN",2520,"LAKEWOOD TWP",50,"Sent Contract Presch",0.0,2.0,0.0
29,"OCEAN",2520,"LAKEWOOD TWP",51,"Sent Oth Dist Reg",6.0,8.0,47.5
29,"OCEAN",2520,"LAKEWOOD TWP",52,"Sent Oth Dist SpEd",79.0,17.0,16.0
29,"OCEAN",2520,"LAKEWOOD TWP",60,"Received Oth Dist",1.0,129.0,2.0
29,"OCEAN",2520,"LAKEWOOD TWP",70,"State Facilities",5.0,6.0,7.0
29,"OCEAN",2550,"LAVALLETTE BORO",11,"Onroll (Full)",131.0,136.0,141.0
29,"OCEAN",2550,"LAVALLETTE BORO",21,"Onroll (SpEd Full)",7.0,5.0,5.0
29,"OCEAN",2550,"LAVALLETTE BORO",40,"Sent Private School",2.0,1.0,3.0
29,"OCEAN",2550,"LAVALLETTE BORO",51,"Sent Oth Dist Reg",39.5,40.0,43.0
29,"OCEAN",2550,"LAVALLETTE BORO",52,"Sent Oth Dist SpEd",9.0,11.5,9.5
29,"OCEAN",2550,"LAVALLETTE BORO",60,"Received Oth Dist",66.0,59.0,72.0
29,"OCEAN",2690,"LITTLE EGG HARBOR TWP",11,"Onroll (Full)",1386.0,1340.0,1452.0
29,"OCEAN",2690,"LITTLE EGG HARBOR TWP",21,"Onroll (SpEd Full)",222.0,232.0,205.0
29,"OCEAN",2690,"LITTLE EGG HARBOR TWP",51,"Sent Oth Dist Reg",0.0,1.0,0.0
29,"OCEAN",2690,"LITTLE EGG HARBOR TWP",52,"Sent Oth Dist SpEd",1.0,0,2.0
29,"OCEAN",2690,"LITTLE EGG HARBOR TWP",60,"Received Oth Dist",3.0,1.0,1.0
29,"OCEAN",2760,"LONG BEACH ISLAND",11,"Onroll (Full)",200.0,201.0,214.0
29,"OCEAN",2760,"LONG BEACH ISLAND",21,"Onroll (SpEd Full)",32.0,31.0,32.0
29,"OCEAN",2760,"LONG BEACH ISLAND",52,"Sent Oth Dist SpEd",2.0,2.0,3.0
29,"OCEAN",2760,"LONG BEACH ISLAND",60,"Received Oth Dist",2.0,17.0,18.0
29,"OCEAN",2940,"MANCHESTER TWP",11,"Onroll (Full)",2462.0,2452.0,2458.0
29,"OCEAN",2940,"MANCHESTER TWP",12,"Onroll (Shared)",66.0,45.0,49.0
29,"OCEAN",2940,"MANCHESTER TWP",21,"Onroll (SpEd Full)",388.0,407.0,412.0
29,"OCEAN",2940,"MANCHESTER TWP",22,"Onroll (SpEd Shared)",41.0,45.0,44.0
29,"OCEAN",2940,"MANCHESTER TWP",40,"Sent Private School",19.0,24.0,27.0
29,"OCEAN",2940,"MANCHESTER TWP",51,"Sent Oth Dist Reg",1.0,0.0,0.0
29,"OCEAN",2940,"MANCHESTER TWP",52,"Sent Oth Dist SpEd",16.5,18.0,18.0
29,"OCEAN",2940,"MANCHESTER TWP",60,"Received Oth Dist",130.5,141.0,141.0
29,"OCEAN",2940,"MANCHESTER TWP",70,"State Facilities",0,2.0,0.0
29,"OCEAN",3790,"OCEAN COUNTY VOCATIONAL",11,"Onroll (Full)",514.0,554.0,510.0
29,"OCEAN",3790,"OCEAN COUNTY VOCATIONAL",12,"Onroll (Shared)",995.0,916.0,1000.0
29,"OCEAN",3790,"OCEAN COUNTY VOCATIONAL",21,"Onroll (SpEd Full)",16.0,16.0,15.0
29,"OCEAN",3790,"OCEAN COUNTY VOCATIONAL",22,"Onroll (SpEd Shared)",650.0,603.0,620.0
29,"OCEAN",3790,"OCEAN COUNTY VOCATIONAL",30,"Post-Secondary (Full)",728.0,717.0,475.0
29,"OCEAN",3800,"OCEAN GATE BORO",11,"Onroll (Full)",131.0,116.0,123.0
29,"OCEAN",3800,"OCEAN GATE BORO",21,"Onroll (SpEd Full)",27.0,24.0,25.0
29,"OCEAN",3800,"OCEAN GATE BORO",40,"Sent Private School",1.0,0,0.0
29,"OCEAN",3820,"OCEAN TWP",11,"Onroll (Full)",476.0,445.0,447.0
29,"OCEAN",3820,"OCEAN TWP",21,"Onroll (SpEd Full)",70.0,73.0,73.0
29,"OCEAN",3820,"OCEAN TWP",40,"Sent Private School",5.0,5.0,6.0
29,"OCEAN",3820,"OCEAN TWP",51,"Sent Oth Dist Reg",329.0,332.0,320.5
29,"OCEAN",3820,"OCEAN TWP",52,"Sent Oth Dist SpEd",85.5,86.0,87.0
29,"OCEAN",3820,"OCEAN TWP",60,"Received Oth Dist",3.0,1.0,0.0
29,"OCEAN",4105,"PINELANDS REGIONAL",11,"Onroll (Full)",1256.0,1207.0,1210.0
29,"OCEAN",4105,"PINELANDS REGIONAL",12,"Onroll (Shared)",38.0,44.0,44.0
29,"OCEAN",4105,"PINELANDS REGIONAL",21,"Onroll (SpEd Full)",290.0,308.0,325.0
29,"OCEAN",4105,"PINELANDS REGIONAL",22,"Onroll (SpEd Shared)",35.0,34.0,2.0
29,"OCEAN",4105,"PINELANDS REGIONAL",40,"Sent Private School",11.0,11.0,6.0
29,"OCEAN",4105,"PINELANDS REGIONAL",51,"Sent Oth Dist Reg",0.0,3.0,0.0
29,"OCEAN",4105,"PINELANDS REGIONAL",52,"Sent Oth Dist SpEd",11.0,8.0,11.0
29,"OCEAN",4105,"PINELANDS REGIONAL",60,"Received Oth Dist",3.5,1.0,0.0
29,"OCEAN",4105,"PINELANDS REGIONAL",70,"State Facilities",1.0,2.0,2.0
29,"OCEAN",4190,"PLUMSTED TWP",11,"Onroll (Full)",1281.0,1175.0,1159.0
29,"OCEAN",4190,"PLUMSTED TWP",12,"Onroll (Shared)",25.0,35.0,0.0
29,"OCEAN",4190,"PLUMSTED TWP",21,"Onroll (SpEd Full)",192.0,207.0,207.0
29,"OCEAN",4190,"PLUMSTED TWP",22,"Onroll (SpEd Shared)",15.0,12.0,0.0
29,"OCEAN",4190,"PLUMSTED TWP",40,"Sent Private School",6.0,7.0,7.5
29,"OCEAN",4190,"PLUMSTED TWP",50,"Sent Contract Presch",0.0,0.0,4.0
29,"OCEAN",4190,"PLUMSTED TWP",51,"Sent Oth Dist Reg",0.0,0.0,42.0
29,"OCEAN",4190,"PLUMSTED TWP",52,"Sent Oth Dist SpEd",4.0,5.0,12.0
29,"OCEAN",4190,"PLUMSTED TWP",60,"Received Oth Dist",37.0,44.0,0.0
29,"OCEAN",4210,"POINT PLEASANT BORO",11,"Onroll (Full)",2371.0,2332.0,2315.0
29,"OCEAN",4210,"POINT PLEASANT BORO",12,"Onroll (Shared)",31.0,27.0,45.0
29,"OCEAN",4210,"POINT PLEASANT BORO",21,"Onroll (SpEd Full)",386.0,371.0,385.0
29,"OCEAN",4210,"POINT PLEASANT BORO",22,"Onroll (SpEd Shared)",28.0,35.0,10.0
29,"OCEAN",4210,"POINT PLEASANT BORO",40,"Sent Private School",30.5,24.0,37.0
29,"OCEAN",4210,"POINT PLEASANT BORO",51,"Sent Oth Dist Reg",0.0,2.0,0.0
29,"OCEAN",4210,"POINT PLEASANT BORO",52,"Sent Oth Dist SpEd",6.0,12.0,3.0
29,"OCEAN",4210,"POINT PLEASANT BORO",60,"Received Oth Dist",22.5,32.0,28.0
29,"OCEAN",4220,"POINT PLEASANT BEACH BORO",11,"Onroll (Full)",723.0,700.0,746.0
29,"OCEAN",4220,"POINT PLEASANT BEACH BORO",12,"Onroll (Shared)",7.0,5.0,0.0
29,"OCEAN",4220,"POINT PLEASANT BEACH BORO",21,"Onroll (SpEd Full)",117.0,118.0,105.0
29,"OCEAN",4220,"POINT PLEASANT BEACH BORO",22,"Onroll (SpEd Shared)",6.0,8.0,0.0
29,"OCEAN",4220,"POINT PLEASANT BEACH BORO",40,"Sent Private School",6.0,4.0,0.0
29,"OCEAN",4220,"POINT PLEASANT BEACH BORO",51,"Sent Oth Dist Reg",0.0,1.0,0.0
29,"OCEAN",4220,"POINT PLEASANT BEACH BORO",60,"Received Oth Dist",178.5,137.5,178.0
29,"OCEAN",4710,"SEASIDE HEIGHTS BORO",11,"Onroll (Full)",178.0,177.0,172.0
29,"OCEAN",4710,"SEASIDE HEIGHTS BORO",21,"Onroll (SpEd Full)",42.0,42.0,42.0
29,"OCEAN",4710,"SEASIDE HEIGHTS BORO",40,"Sent Private School",1.0,1.0,3.0
29,"OCEAN",4710,"SEASIDE HEIGHTS BORO",51,"Sent Oth Dist Reg",1.0,0.0,0.0
29,"OCEAN",4710,"SEASIDE HEIGHTS BORO",52,"Sent Oth Dist SpEd",4.0,1.0,0.0
29,"OCEAN",4710,"SEASIDE HEIGHTS BORO",60,"Received Oth Dist",0,1.0,0.0
29,"OCEAN",4710,"SEASIDE HEIGHTS BORO",70,"State Facilities",1.0,0,0.0
29,"OCEAN",4720,"SEASIDE PARK BORO",51,"Sent Oth Dist Reg",27.0,38.0,53.0
29,"OCEAN",4720,"SEASIDE PARK BORO",52,"Sent Oth Dist SpEd",4.0,5.0,2.0
29,"OCEAN",4950,"SOUTHERN REGIONAL",11,"Onroll (Full)",2314.0,2246.0,2218.0
29,"OCEAN",4950,"SOUTHERN REGIONAL",12,"Onroll (Shared)",66.0,64.0,64.0
29,"OCEAN",4950,"SOUTHERN REGIONAL",21,"Onroll (SpEd Full)",562.0,569.0,569.0
29,"OCEAN",4950,"SOUTHERN REGIONAL",22,"Onroll (SpEd Shared)",62.0,59.0,59.0
29,"OCEAN",4950,"SOUTHERN REGIONAL",40,"Sent Private School",9.0,6.0,2.0
29,"OCEAN",4950,"SOUTHERN REGIONAL",51,"Sent Oth Dist Reg",0.0,1.0,0.0
29,"OCEAN",4950,"SOUTHERN REGIONAL",52,"Sent Oth Dist SpEd",2.0,0,1.0
29,"OCEAN",4950,"SOUTHERN REGIONAL",60,"Received Oth Dist",415.5,418.0,378.5
29,"OCEAN",4950,"SOUTHERN REGIONAL",70,"State Facilities",2.0,1.0,0.0
29,"OCEAN",5020,"STAFFORD TWP",11,"Onroll (Full)",1860.0,1804.0,1700.0
29,"OCEAN",5020,"STAFFORD TWP",21,"Onroll (SpEd Full)",372.0,390.0,394.0
29,"OCEAN",5020,"STAFFORD TWP",40,"Sent Private School",3.0,2.0,0.0
29,"OCEAN",5020,"STAFFORD TWP",60,"Received Oth Dist",80.0,81.0,0.0
29,"OCEAN",5190,"TOMS RIVER REGIONAL",11,"Onroll (Full)",13449.0,13434.0,13442.0
29,"OCEAN",5190,"TOMS RIVER REGIONAL",12,"Onroll (Shared)",255.0,223.0,225.0
29,"OCEAN",5190,"TOMS RIVER REGIONAL",21,"Onroll (SpEd Full)",2120.0,2121.0,2121.0
29,"OCEAN",5190,"TOMS RIVER REGIONAL",22,"Onroll (SpEd Shared)",148.0,126.0,126.0
29,"OCEAN",5190,"TOMS RIVER REGIONAL",40,"Sent Private School",68.5,68.0,68.0
29,"OCEAN",5190,"TOMS RIVER REGIONAL",51,"Sent Oth Dist Reg",0.0,5.0,5.0
29,"OCEAN",5190,"TOMS RIVER REGIONAL",52,"Sent Oth Dist SpEd",27.0,22.0,15.0
29,"OCEAN",5190,"TOMS RIVER REGIONAL",60,"Received Oth Dist",56.5,127.5,80.0
29,"OCEAN",5190,"TOMS RIVER REGIONAL",70,"State Facilities",10.0,14.0,14.0
29,"OCEAN",5220,"TUCKERTON BORO",11,"Onroll (Full)",284.0,262.0,250.0
29,"OCEAN",5220,"TUCKERTON BORO",21,"Onroll (SpEd Full)",47.0,51.0,44.0
29,"OCEAN",5220,"TUCKERTON BORO",40,"Sent Private School",1.0,0,0.0
29,"OCEAN",5220,"TUCKERTON BORO",52,"Sent Oth Dist SpEd",4.0,1.0,2.0
29,"OCEAN",5220,"TUCKERTON BORO",60,"Received Oth Dist",2.0,0,0.0
29,"OCEAN",5220,"TUCKERTON BORO",70,"State Facilities",0,1.0,0.0
31,"PASSAIC",0420,"BLOOMINGDALE BORO",11,"Onroll (Full)",516.0,503.0,484.0
31,"PASSAIC",0420,"BLOOMINGDALE BORO",21,"Onroll (SpEd Full)",81.0,84.0,81.0
31,"PASSAIC",0420,"BLOOMINGDALE BORO",40,"Sent Private School",20.0,20.0,19.0
31,"PASSAIC",0420,"BLOOMINGDALE BORO",51,"Sent Oth Dist Reg",218.0,206.0,213.5
31,"PASSAIC",0420,"BLOOMINGDALE BORO",52,"Sent Oth Dist SpEd",52.0,63.0,64.5
31,"PASSAIC",0420,"BLOOMINGDALE BORO",60,"Received Oth Dist",1.0,0,0.0
31,"PASSAIC",0420,"BLOOMINGDALE BORO",70,"State Facilities",0,1.0,1.0
31,"PASSAIC",0900,"CLIFTON CITY",11,"Onroll (Full)",9720.0,9675.0,9657.0
31,"PASSAIC",0900,"CLIFTON CITY",21,"Onroll (SpEd Full)",1358.0,1443.0,1433.0
31,"PASSAIC",0900,"CLIFTON CITY",40,"Sent Private School",84.0,89.0,83.0
31,"PASSAIC",0900,"CLIFTON CITY",50,"Sent Contract Presch",16.0,11.0,0.0
31,"PASSAIC",0900,"CLIFTON CITY",51,"Sent Oth Dist Reg",3.0,3.0,3.0
31,"PASSAIC",0900,"CLIFTON CITY",52,"Sent Oth Dist SpEd",38.0,28.0,12.0
31,"PASSAIC",0900,"CLIFTON CITY",60,"Received Oth Dist",33.0,167.0,160.0
31,"PASSAIC",0900,"CLIFTON CITY",70,"State Facilities",1.0,0,0.0
31,"PASSAIC",1920,"HALEDON BORO",11,"Onroll (Full)",895.0,896.0,904.0
31,"PASSAIC",1920,"HALEDON BORO",21,"Onroll (SpEd Full)",141.0,148.0,148.0
31,"PASSAIC",1920,"HALEDON BORO",40,"Sent Private School",5.0,4.0,4.0
31,"PASSAIC",1920,"HALEDON BORO",51,"Sent Oth Dist Reg",0.0,2.0,7.0
31,"PASSAIC",1920,"HALEDON BORO",52,"Sent Oth Dist SpEd",0,1.0,1.0
31,"PASSAIC",2100,"HAWTHORNE BORO",11,"Onroll (Full)",1858.0,1911.0,1851.0
31,"PASSAIC",2100,"HAWTHORNE BORO",21,"Onroll (SpEd Full)",477.0,414.0,481.0
31,"PASSAIC",2100,"HAWTHORNE BORO",40,"Sent Private School",18.0,21.0,21.0
31,"PASSAIC",2100,"HAWTHORNE BORO",52,"Sent Oth Dist SpEd",8.0,11.0,17.0
31,"PASSAIC",2100,"HAWTHORNE BORO",60,"Received Oth Dist",1.0,0,0.0
31,"PASSAIC",2100,"HAWTHORNE BORO",70,"State Facilities",1.0,0,0.0
31,"PASSAIC",2510,"LAKELAND REGIONAL",11,"Onroll (Full)",810.0,800.0,804.0
31,"PASSAIC",2510,"LAKELAND REGIONAL",12,"Onroll (Shared)",6.0,6.0,6.0
31,"PASSAIC",2510,"LAKELAND REGIONAL",21,"Onroll (SpEd Full)",130.0,157.0,157.0
31,"PASSAIC",2510,"LAKELAND REGIONAL",22,"Onroll (SpEd Shared)",11.0,7.0,7.0
31,"PASSAIC",2510,"LAKELAND REGIONAL",40,"Sent Private School",19.0,23.0,22.0
31,"PASSAIC",2510,"LAKELAND REGIONAL",51,"Sent Oth Dist Reg",3.0,3.0,3.0
31,"PASSAIC",2510,"LAKELAND REGIONAL",52,"Sent Oth Dist SpEd",23.0,9.0,9.0
31,"PASSAIC",2510,"LAKELAND REGIONAL",60,"Received Oth Dist",8.0,10.0,10.0
31,"PASSAIC",2700,"LITTLE FALLS TWP",11,"Onroll (Full)",745.0,740.0,737.0
31,"PASSAIC",2700,"LITTLE FALLS TWP",21,"Onroll (SpEd Full)",142.0,152.0,152.0
31,"PASSAIC",2700,"LITTLE FALLS TWP",40,"Sent Private School",4.0,4.0,5.0
31,"PASSAIC",2700,"LITTLE FALLS TWP",51,"Sent Oth Dist Reg",0.0,1.0,0.0
31,"PASSAIC",2700,"LITTLE FALLS TWP",60,"Received Oth Dist",11.0,0,0.0
