"county_id","county_name","district_id","district_name","line_no","account","line_desc","amount_1","amount_2","amount_3"
07,"Camden",0150,"Audubon Boro",29180,"'11-000-100-XX","Total Undistributed Expenditures-Instruction (Tuition)",1096222.00,1113107.00,1004521.00
07,"Camden",0150,"Audubon Boro",29680,"'11-000-211-XX","Total Undistributed Expenditures-Attendance and Social Work",62100.00,63600.00,55430.00
07,"Camden",0150,"Audubon Boro",30620,"'11-000-213-XX","Total Undistributed Expenditures-Health Services",290677.00,221423.00,229990.00
07,"Camden",0150,"Audubon Boro",40580,"'11-000-216-XX","Total Undistributed Expenditures-Speech, OT, PT and Related Services",358312.00,363598.00,407510.00
07,"Camden",0150,"Audubon Boro",41080,"'11-000-217-XX","Undistributed Expenditures–Other Support Services, Students–Extraordinary Services",132768.00,219715.00,219715.00
07,"Camden",0150,"Audubon Boro",41660,"'11-000-218-XX","Total Undistributed Expenditures-Guidance",765206.00,799211.00,819581.00
07,"Camden",0150,"Audubon Boro",42200,"'11-000-219-XX","Total Undistributed Expenditures-Child Study Teams",697675.00,757445.00,777790.00
07,"Camden",0150,"Audubon Boro",43200,"'11-000-221-XX","Total Undistributed Expenditures-Improvement of Instruction Services",545357.00,468999.00,330299.00
07,"Camden",0150,"Audubon Boro",43620,"'11-000-222-XX","Total Undistributed Expenditures-Education Media Services/Library",156666.00,190835.00,298466.00
07,"Camden",0150,"Audubon Boro",44180,"'11-000-223-XX","Total Undistributed Expenditures-Instructional Staff Training Services",70534.00,107400.00,44940.00
07,"Camden",0150,"Audubon Boro",45300,"'11-000-230-XX","Total Undistributed Expenditures-Support Services-General Administration",450991.00,550650.00,543916.00
07,"Camden",0150,"Audubon Boro",46160,"'11-000-240-XX","Total Undistributed Expenditures-Support Services-School Administration",857246.00,913748.00,894878.00
07,"Camden",0150,"Audubon Boro",47200,"'11-000-251-XX","Total Undistributed Expenditures-Central Services",358059.00,376296.00,380797.00
07,"Camden",0150,"Audubon Boro",47620,"'11-000-252-XX","Total Undistributed Expenditures-Administrative Informationtechnology",56029.00,109858.00,61899.00
07,"Camden",0150,"Audubon Boro",51120,"'11-000-26X-XX","Total Undistributed Expenditures-Operation and Maintenance of Plant Services",1768039.00,2033616.00,2015754.00
07,"Camden",0150,"Audubon Boro",52480,"'11-000-270-XX","Total Undistributed Expenditures-Student Transportation Services",400535.00,626343.00,473976.00
07,"Camden",0150,"Audubon Boro",71260,"'11-XXX-XXX-2X","Total Personal Services-Employee Benefits",4424011.00,4269450.00,4515735.00
07,"Camden",0150,"Audubon Boro",72020,"'11-000-310-93","Total Undistributed Expenditures-Food Services",25000.00,25000.00,25000.00
07,"Camden",0150,"Audubon Boro",72140,"'","Total Undistributed Expenditures",12515427.00,13210294.00,13100197.00
07,"Camden",0150,"Audubon Boro",72180,"'10-606","Interest Earned on Maintenance Reserve",0.00,50.00,50.00
07,"Camden",0150,"Audubon Boro",72240,"'10-607","Interest Earned on Current Expense Emergency Res",0.00,0.00,50.00
07,"Camden",0150,"Audubon Boro",72260,"'","Total General Current Expense",23328449.00,24680051.00,25156943.00
07,"Camden",0150,"Audubon Boro",75880,"'12-XXX-XXX-73","Total Equipment",2836.00,22933.00,2300.00
07,"Camden",0150,"Audubon Boro",76260,"'12-000-400-XX","Total Facilities Acquisition and Construction Services",192912.00,161424.00,162798.00
07,"Camden",0150,"Audubon Boro",76380,"'10-604","Interest Deposit to Capital Reserve",0.00,50.00,50.00
07,"Camden",0150,"Audubon Boro",76400,"'","Total Capital Outlay",195748.00,184407.00,165148.00
07,"Camden",0150,"Audubon Boro",84000,"'10-000-100-56","Transfer of Funds to Charter Schools",37739.00,39938.00,41758.00
07,"Camden",0150,"Audubon Boro",84060,"'","General Fund Grand Total",23561936.00,24904396.00,25363849.00
07,"Camden",0150,"Audubon Boro",84200,"'20-475-XXX-XX","Student Activity Fund",0.00,377000.00,377000.00
07,"Camden",0150,"Audubon Boro",84220,"'20-476-XXX-XX","Scholarship Fund",0.00,50000.00,50000.00
07,"Camden",0150,"Audubon Boro",88500,"'20-XXX-XXX-XX","Title I",187225.00,163755.00,139192.00
07,"Camden",0150,"Audubon Boro",88520,"'20-XXX-XXX-XX","Title II",4780.00,26242.00,22306.00
07,"Camden",0150,"Audubon Boro",88560,"'20-XXX-XXX-XX","Title IV",10148.00,12027.00,10223.00
07,"Camden",0150,"Audubon Boro",88620,"'20-XXX-XXX-XX","I.D.E.A. Part B (Handicapped)",372478.00,388427.00,330163.00
07,"Camden",0150,"Audubon Boro",88678,"'20-477-XXX-XX","CARES Act Education Stabilization Fund",0.00,138091.00,0.00
07,"Camden",0150,"Audubon Boro",88706,"'20-479-XXX-XX","Coronavirus Relief Fund (CRF) Grant Program",0.00,65342.00,0.00
07,"Camden",0150,"Audubon Boro",88709,"'20-483-xxx-xx","CRRSA Act-ESSER II Grant Program",,0.00,536687.00
07,"Camden",0150,"Audubon Boro",88710,"'20-484-xxx-xx","CRRSA Act-Learning Acceleration Grant Program",,0.00,34442.00
07,"Camden",0150,"Audubon Boro",88711,"'20-485-xxx-xx","CRRSA Act-Mental Health Grant Program",,0.00,45000.00
07,"Camden",0150,"Audubon Boro",88740,"'20-XXX-XXX-XX","Total Federal Projects",574631.00,793884.00,1118013.00
07,"Camden",0150,"Audubon Boro",88760,"'","Total Special Revenue Funds",574631.00,1220884.00,1545013.00
07,"Camden",0150,"Audubon Boro",89660,"'40-701-510-XX","Total Regular Debt Service",910200.00,928300.00,920200.00
07,"Camden",0150,"Audubon Boro",89980,"'","Total Debt Service Funds",910200.00,928300.00,920200.00
07,"Camden",0150,"Audubon Boro",90000,"'","Total Expenditures/Appropriations",25046767.00,27053580.00,27829062.00
07,"Camden",0150,"Audubon Boro",90010,"'","Total Expenditures Net of Transfers",25046767.00,27053580.00,27829062.00
07,"Camden",0190,"Barrington Boro",3200,"'11-1XX-100-XX","Total Regular Programs-Instruction",2865093.00,3166118.00,2986003.00
07,"Camden",0190,"Barrington Boro",10300,"'11-2XX-100-XX","Total Special Education-Instruction",1490788.00,1497889.00,1632677.00
07,"Camden",0190,"Barrington Boro",11160,"'11-230-100-XX","Total Basic Skills/Remedial-Instruction",62343.00,285917.00,395095.00
07,"Camden",0190,"Barrington Boro",17100,"'11-401-100-XX","Total School-Sponsored Cocurricular Or Extracurricular Activities-Instruction",22711.00,12515.00,10000.00
07,"Camden",0190,"Barrington Boro",17600,"'11-402-100-XX","Total School-Sponsored Athletics-Instruction",21796.00,29185.00,31700.00
07,"Camden",0190,"Barrington Boro",29180,"'11-000-100-XX","Total Undistributed Expenditures-Instruction (Tuition)",3993328.00,4285481.00,4748245.00
07,"Camden",0190,"Barrington Boro",29680,"'11-000-211-XX","Total Undistributed Expenditures-Attendance and Social Work",17711.00,47312.00,59404.00
07,"Camden",0190,"Barrington Boro",30620,"'11-000-213-XX","Total Undistributed Expenditures-Health Services",153640.00,176171.00,177708.00
07,"Camden",0190,"Barrington Boro",40580,"'11-000-216-XX","Total Undistributed Expenditures-Speech, OT, PT and Related Services",206351.00,201999.00,193029.00
07,"Camden",0190,"Barrington Boro",41080,"'11-000-217-XX","Undistributed Expenditures–Other Support Services, Students–Extraordinary Services",187262.00,318479.00,246000.00
07,"Camden",0190,"Barrington Boro",41660,"'11-000-218-XX","Total Undistributed Expenditures-Guidance",76571.00,145308.00,148458.00
07,"Camden",0190,"Barrington Boro",42200,"'11-000-219-XX","Total Undistributed Expenditures-Child Study Teams",373769.00,409126.00,423144.00
07,"Camden",0190,"Barrington Boro",43200,"'11-000-221-XX","Total Undistributed Expenditures-Improvement of Instruction Services",98802.00,102954.00,107064.00
07,"Camden",0190,"Barrington Boro",43620,"'11-000-222-XX","Total Undistributed Expenditures-Education Media Services/Library",2551.00,73264.00,74479.00
07,"Camden",0190,"Barrington Boro",44180,"'11-000-223-XX","Total Undistributed Expenditures-Instructional Staff Training Services",8010.00,20499.00,20499.00
07,"Camden",0190,"Barrington Boro",45300,"'11-000-230-XX","Total Undistributed Expenditures-Support Services-General Administration",267627.00,318411.00,290421.00
07,"Camden",0190,"Barrington Boro",46160,"'11-000-240-XX","Total Undistributed Expenditures-Support Services-School Administration",206813.00,196134.00,182721.00
07,"Camden",0190,"Barrington Boro",47200,"'11-000-251-XX","Total Undistributed Expenditures-Central Services",166892.00,189492.00,203915.00
07,"Camden",0190,"Barrington Boro",47620,"'11-000-252-XX","Total Undistributed Expenditures-Administrative Informationtechnology",171440.00,182000.00,166811.00
07,"Camden",0190,"Barrington Boro",51120,"'11-000-26X-XX","Total Undistributed Expenditures-Operation and Maintenance of Plant Services",838646.00,909043.00,856844.00
07,"Camden",0190,"Barrington Boro",52480,"'11-000-270-XX","Total Undistributed Expenditures-Student Transportation Services",379076.00,439004.00,491004.00
07,"Camden",0190,"Barrington Boro",71260,"'11-XXX-XXX-2X","Total Personal Services-Employee Benefits",1820285.00,1942259.00,2013507.00
07,"Camden",0190,"Barrington Boro",72140,"'","Total Undistributed Expenditures",8968774.00,9956936.00,10403253.00
07,"Camden",0190,"Barrington Boro",72180,"'10-606","Interest Earned on Maintenance Reserve",0.00,3203.00,16.00
07,"Camden",0190,"Barrington Boro",72240,"'10-607","Interest Earned on Current Expense Emergency Res",0.00,1352.00,3.00
07,"Camden",0190,"Barrington Boro",72260,"'","Total General Current Expense",13431505.00,14953115.00,15458747.00
07,"Camden",0190,"Barrington Boro",75880,"'12-XXX-XXX-73","Total Equipment",24170.00,0.00,45000.00
07,"Camden",0190,"Barrington Boro",76260,"'12-000-400-XX","Total Facilities Acquisition and Construction Services",371371.00,405929.00,421123.00
07,"Camden",0190,"Barrington Boro",76380,"'10-604","Interest Deposit to Capital Reserve",0.00,5707.00,40.00
07,"Camden",0190,"Barrington Boro",76400,"'","Total Capital Outlay",395541.00,411636.00,466163.00
07,"Camden",0190,"Barrington Boro",84000,"'10-000-100-56","Transfer of Funds to Charter Schools",0.00,16964.00,17824.00
07,"Camden",0190,"Barrington Boro",84060,"'","General Fund Grand Total",13827046.00,15381715.00,15942734.00
07,"Camden",0190,"Barrington Boro",84200,"'20-475-XXX-XX","Student Activity Fund",0.00,0.00,38000.00
07,"Camden",0190,"Barrington Boro",88500,"'20-XXX-XXX-XX","Title I",113358.00,94913.00,80676.00
07,"Camden",0190,"Barrington Boro",88520,"'20-XXX-XXX-XX","Title II",17713.00,21005.00,17854.00
07,"Camden",0190,"Barrington Boro",88560,"'20-XXX-XXX-XX","Title IV",12947.00,10921.00,9283.00
07,"Camden",0190,"Barrington Boro",88620,"'20-XXX-XXX-XX","I.D.E.A. Part B (Handicapped)",213257.00,197730.00,168071.00
07,"Camden",0190,"Barrington Boro",88678,"'20-477-XXX-XX","CARES Act Education Stabilization Fund",202.00,80218.00,0.00
07,"Camden",0190,"Barrington Boro",88706,"'20-479-XXX-XX","Coronavirus Relief Fund (CRF) Grant Program",0.00,35608.00,0.00
07,"Camden",0190,"Barrington Boro",88709,"'20-483-xxx-xx","CRRSA Act-ESSER II Grant Program",,311069.00,0.00
07,"Camden",0190,"Barrington Boro",88710,"'20-484-xxx-xx","CRRSA Act-Learning Acceleration Grant Program",,25000.00,0.00
07,"Camden",0190,"Barrington Boro",88711,"'20-485-xxx-xx","CRRSA Act-Mental Health Grant Program",,45000.00,0.00
07,"Camden",0190,"Barrington Boro",88740,"'20-XXX-XXX-XX","Total Federal Projects",357477.00,821464.00,275884.00
07,"Camden",0190,"Barrington Boro",88760,"'","Total Special Revenue Funds",357477.00,821464.00,313884.00
07,"Camden",0190,"Barrington Boro",89660,"'40-701-510-XX","Total Regular Debt Service",443600.00,451800.00,449200.00
07,"Camden",0190,"Barrington Boro",89980,"'","Total Debt Service Funds",443600.00,451800.00,449200.00
07,"Camden",0190,"Barrington Boro",90000,"'","Total Expenditures/Appropriations",14628123.00,16654979.00,16705818.00
07,"Camden",0190,"Barrington Boro",90010,"'","Total Expenditures Net of Transfers",14628123.00,16654979.00,16705818.00
07,"Camden",0260,"Bellmawr Boro",3200,"'11-1XX-100-XX","Total Regular Programs-Instruction",4703500.00,5220904.00,5552024.00
07,"Camden",0260,"Bellmawr Boro",10300,"'11-2XX-100-XX","Total Special Education-Instruction",1674650.00,1774926.00,1678327.00
07,"Camden",0260,"Bellmawr Boro",11160,"'11-230-100-XX","Total Basic Skills/Remedial-Instruction",538241.00,573727.00,680822.00
07,"Camden",0260,"Bellmawr Boro",12160,"'11-240-100-XX","Total Bilingual Education-Instruction",176272.00,144931.00,149843.00
07,"Camden",0260,"Bellmawr Boro",17100,"'11-401-100-XX","Total School-Sponsored Cocurricular Or Extracurricular Activities-Instruction",51205.00,42442.00,67313.00
07,"Camden",0260,"Bellmawr Boro",17600,"'11-402-100-XX","Total School-Sponsored Athletics-Instruction",61372.00,32724.00,50419.00
07,"Camden",0260,"Bellmawr Boro",19620,"'11-421-XXX-XX","Total Before/After School Programs",0.00,0.00,60000.00
07,"Camden",0260,"Bellmawr Boro",20620,"'11-422-XXX-XX","Total Summer School",57821.00,49815.00,49430.00
07,"Camden",0260,"Bellmawr Boro",22620,"'11-424-XXX-XX","Total Other Supplemental/At-Risk Programs",20648.00,61597.00,65796.00
07,"Camden",0260,"Bellmawr Boro",29180,"'11-000-100-XX","Total Undistributed Expenditures-Instruction (Tuition)",1062803.00,1146566.00,1120267.00
07,"Camden",0260,"Bellmawr Boro",29680,"'11-000-211-XX","Total Undistributed Expenditures-Attendance and Social Work",21225.00,22000.00,22000.00
07,"Camden",0260,"Bellmawr Boro",30620,"'11-000-213-XX","Total Undistributed Expenditures-Health Services",184973.00,214318.00,229393.00
07,"Camden",0260,"Bellmawr Boro",40580,"'11-000-216-XX","Total Undistributed Expenditures-Speech, OT, PT and Related Services",257977.00,264726.00,276378.00
07,"Camden",0260,"Bellmawr Boro",41080,"'11-000-217-XX","Undistributed Expenditures–Other Support Services, Students–Extraordinary Services",297680.00,482751.00,460058.00
07,"Camden",0260,"Bellmawr Boro",41660,"'11-000-218-XX","Total Undistributed Expenditures-Guidance",249921.00,254197.00,256961.00
07,"Camden",0260,"Bellmawr Boro",42200,"'11-000-219-XX","Total Undistributed Expenditures-Child Study Teams",488956.00,508181.00,528593.00
07,"Camden",0260,"Bellmawr Boro",43200,"'11-000-221-XX","Total Undistributed Expenditures-Improvement of Instruction Services",213094.00,227295.00,320539.00
07,"Camden",0260,"Bellmawr Boro",43620,"'11-000-222-XX","Total Undistributed Expenditures-Education Media Services/Library",322681.00,348023.00,322941.00
07,"Camden",0260,"Bellmawr Boro",44180,"'11-000-223-XX","Total Undistributed Expenditures-Instructional Staff Training Services",22611.00,50300.00,65333.00
07,"Camden",0260,"Bellmawr Boro",45300,"'11-000-230-XX","Total Undistributed Expenditures-Support Services-General Administration",519404.00,500621.00,528157.00
07,"Camden",0260,"Bellmawr Boro",46160,"'11-000-240-XX","Total Undistributed Expenditures-Support Services-School Administration",707243.00,779474.00,722220.00
07,"Camden",0260,"Bellmawr Boro",47200,"'11-000-251-XX","Total Undistributed Expenditures-Central Services",284668.00,293369.00,302578.00
07,"Camden",0260,"Bellmawr Boro",51120,"'11-000-26X-XX","Total Undistributed Expenditures-Operation and Maintenance of Plant Services",1232822.00,1254236.00,1448414.00
07,"Camden",0260,"Bellmawr Boro",52480,"'11-000-270-XX","Total Undistributed Expenditures-Student Transportation Services",654684.00,638300.00,724000.00
07,"Camden",0260,"Bellmawr Boro",71260,"'11-XXX-XXX-2X","Total Personal Services-Employee Benefits",2299651.00,2541656.00,2944090.00
07,"Camden",0260,"Bellmawr Boro",72140,"'","Total Undistributed Expenditures",8820393.00,9526013.00,10271922.00
07,"Camden",0260,"Bellmawr Boro",72180,"'10-606","Interest Earned on Maintenance Reserve",0.00,5.00,5.00
07,"Camden",0260,"Bellmawr Boro",72200,"'10-606","Increase In Maintenance Reserve",75000.00,0.00,0.00
07,"Camden",0260,"Bellmawr Boro",72260,"'","Total General Current Expense",16179102.00,17427084.00,18625901.00
07,"Camden",0260,"Bellmawr Boro",75880,"'12-XXX-XXX-73","Total Equipment",77938.00,119400.00,80502.00
07,"Camden",0260,"Bellmawr Boro",76260,"'12-000-400-XX","Total Facilities Acquisition and Construction Services",161012.00,623463.00,482699.00
07,"Camden",0260,"Bellmawr Boro",76360,"'10-604","Increase In Capital Reserve",546429.00,0.00,0.00
07,"Camden",0260,"Bellmawr Boro",76380,"'10-604","Interest Deposit to Capital Reserve",0.00,10.00,10.00
07,"Camden",0260,"Bellmawr Boro",76400,"'","Total Capital Outlay",785379.00,742873.00,563211.00
07,"Camden",0260,"Bellmawr Boro",84000,"'10-000-100-56","Transfer of Funds to Charter Schools",0.00,15000.00,15000.00
07,"Camden",0260,"Bellmawr Boro",84060,"'","General Fund Grand Total",16964481.00,18184957.00,19204112.00
07,"Camden",0260,"Bellmawr Boro",84100,"'20-XXX-XXX-XX","Local Projects",131299.00,0.00,0.00
07,"Camden",0260,"Bellmawr Boro",84200,"'20-475-XXX-XX","Student Activity Fund",0.00,0.00,72500.00
07,"Camden",0260,"Bellmawr Boro",85120,"'20-218-100-XX","Total Preschool Education Aid Instruction",1060520.00,1289842.00,1189591.00
07,"Camden",0260,"Bellmawr Boro",86380,"'20-218-200-XX","Total Support Services",824073.00,972574.00,943544.00
07,"Camden",0260,"Bellmawr Boro",87100,"'20-218-XXX-XX","Total Preschool Education Aid",1884593.00,2262416.00,2133135.00
07,"Camden",0260,"Bellmawr Boro",88200,"'20-XXX-XXX-XX","Total State Projects",1884593.00,2262416.00,2133135.00
07,"Camden",0260,"Bellmawr Boro",88500,"'20-XXX-XXX-XX","Title I",338183.00,465084.00,395321.00
07,"Camden",0260,"Bellmawr Boro",88520,"'20-XXX-XXX-XX","Title II",34076.00,58910.00,50074.00
07,"Camden",0260,"Bellmawr Boro",88540,"'20-XXX-XXX-XX","Title III",606.00,2628.00,2234.00
07,"Camden",0260,"Bellmawr Boro",88620,"'20-XXX-XXX-XX","I.D.E.A. Part B (Handicapped)",320511.00,335451.00,285133.00
07,"Camden",0260,"Bellmawr Boro",88678,"'20-477-XXX-XX","CARES Act Education Stabilization Fund",0.00,250178.00,0.00
07,"Camden",0260,"Bellmawr Boro",88705,"'20-478-XXX-XX","Bridging the Digital Divide Program",0.00,19802.00,0.00
07,"Camden",0260,"Bellmawr Boro",88706,"'20-479-XXX-XX","Coronavirus Relief Fund (CRF) Grant Program",0.00,95942.00,0.00
07,"Camden",0260,"Bellmawr Boro",88709,"'20-483-xxx-xx","CRRSA Act-ESSER II Grant Program",,0.00,1267530.00
07,"Camden",0260,"Bellmawr Boro",88710,"'20-484-xxx-xx","CRRSA Act-Learning Acceleration Grant Program",,0.00,81344.00
07,"Camden",0260,"Bellmawr Boro",88711,"'20-485-xxx-xx","CRRSA Act-Mental Health Grant Program",,0.00,45000.00
07,"Camden",0260,"Bellmawr Boro",88740,"'20-XXX-XXX-XX","Total Federal Projects",693376.00,1227995.00,2126636.00
07,"Camden",0260,"Bellmawr Boro",88760,"'","Total Special Revenue Funds",2709268.00,3490411.00,4332271.00
07,"Camden",0260,"Bellmawr Boro",89660,"'40-701-510-XX","Total Regular Debt Service",229545.00,230195.00,225695.00
07,"Camden",0260,"Bellmawr Boro",89980,"'","Total Debt Service Funds",229545.00,230195.00,225695.00
07,"Camden",0260,"Bellmawr Boro",90000,"'","Total Expenditures/Appropriations",19903294.00,21905563.00,23762078.00
07,"Camden",0260,"Bellmawr Boro",90003,"'11-105-100-93","Deduct Transfer-Local Contribution-Transfer To Special Revenues-Inclusion",0.00,51336.00,133430.00
07,"Camden",0260,"Bellmawr Boro",90010,"'","Total Expenditures Net of Transfers",19903294.00,21854227.00,23628648.00
07,"Camden",0330,"Berlin Boro",3200,"'11-1XX-100-XX","Total Regular Programs-Instruction",3805427.00,4209897.00,4210383.00
07,"Camden",0330,"Berlin Boro",10300,"'11-2XX-100-XX","Total Special Education-Instruction",1355860.00,1573251.00,1652231.00
07,"Camden",0330,"Berlin Boro",11160,"'11-230-100-XX","Total Basic Skills/Remedial-Instruction",207881.00,77066.00,35800.00
07,"Camden",0330,"Berlin Boro",12160,"'11-240-100-XX","Total Bilingual Education-Instruction",21988.00,25126.00,0.00
07,"Camden",0330,"Berlin Boro",17100,"'11-401-100-XX","Total School-Sponsored Cocurricular Or Extracurricular Activities-Instruction",20546.00,20546.00,20546.00
07,"Camden",0330,"Berlin Boro",17600,"'11-402-100-XX","Total School-Sponsored Athletics-Instruction",67754.00,48553.00,66531.00
07,"Camden",0330,"Berlin Boro",29180,"'11-000-100-XX","Total Undistributed Expenditures-Instruction (Tuition)",262677.00,295632.00,297889.00
07,"Camden",0330,"Berlin Boro",29680,"'11-000-211-XX","Total Undistributed Expenditures-Attendance and Social Work",50023.00,40700.00,63036.00
07,"Camden",0330,"Berlin Boro",30620,"'11-000-213-XX","Total Undistributed Expenditures-Health Services",119646.00,124230.00,126812.00
07,"Camden",0330,"Berlin Boro",40580,"'11-000-216-XX","Total Undistributed Expenditures-Speech, OT, PT and Related Services",198035.00,215605.00,278679.00
07,"Camden",0330,"Berlin Boro",41080,"'11-000-217-XX","Undistributed Expenditures–Other Support Services, Students–Extraordinary Services",238600.00,225752.00,162069.00
07,"Camden",0330,"Berlin Boro",41660,"'11-000-218-XX","Total Undistributed Expenditures-Guidance",110616.00,128119.00,130619.00
07,"Camden",0330,"Berlin Boro",42200,"'11-000-219-XX","Total Undistributed Expenditures-Child Study Teams",388173.00,424129.00,383615.00
07,"Camden",0330,"Berlin Boro",43200,"'11-000-221-XX","Total Undistributed Expenditures-Improvement of Instruction Services",132782.00,51678.00,159178.00
07,"Camden",0330,"Berlin Boro",43620,"'11-000-222-XX","Total Undistributed Expenditures-Education Media Services/Library",193366.00,183303.00,233227.00
07,"Camden",0330,"Berlin Boro",44180,"'11-000-223-XX","Total Undistributed Expenditures-Instructional Staff Training Services",10521.00,37250.00,27250.00
07,"Camden",0330,"Berlin Boro",45300,"'11-000-230-XX","Total Undistributed Expenditures-Support Services-General Administration",308935.00,309608.00,319263.00
07,"Camden",0330,"Berlin Boro",46160,"'11-000-240-XX","Total Undistributed Expenditures-Support Services-School Administration",215852.00,328133.00,324627.00
07,"Camden",0330,"Berlin Boro",47200,"'11-000-251-XX","Total Undistributed Expenditures-Central Services",230525.00,256888.00,262248.00
07,"Camden",0330,"Berlin Boro",47620,"'11-000-252-XX","Total Undistributed Expenditures-Administrative Informationtechnology",54327.00,46089.00,3000.00
07,"Camden",0330,"Berlin Boro",51120,"'11-000-26X-XX","Total Undistributed Expenditures-Operation and Maintenance of Plant Services",830429.00,792800.00,835899.00
07,"Camden",0330,"Berlin Boro",52480,"'11-000-270-XX","Total Undistributed Expenditures-Student Transportation Services",565661.00,499761.00,563594.00
07,"Camden",0330,"Berlin Boro",71260,"'11-XXX-XXX-2X","Total Personal Services-Employee Benefits",1915392.00,2106405.00,2228700.00
07,"Camden",0330,"Berlin Boro",72140,"'","Total Undistributed Expenditures",5825560.00,6066082.00,6399705.00
07,"Camden",0330,"Berlin Boro",72180,"'10-606","Interest Earned on Maintenance Reserve",0.00,100.00,100.00
07,"Camden",0330,"Berlin Boro",72260,"'","Total General Current Expense",11305016.00,12020621.00,12385296.00
07,"Camden",0330,"Berlin Boro",75880,"'12-XXX-XXX-73","Total Equipment",38320.00,0.00,52000.00
07,"Camden",0330,"Berlin Boro",76260,"'12-000-400-XX","Total Facilities Acquisition and Construction Services",35770.00,110770.00,901770.00
07,"Camden",0330,"Berlin Boro",76380,"'10-604","Interest Deposit to Capital Reserve",0.00,500.00,500.00
07,"Camden",0330,"Berlin Boro",76400,"'","Total Capital Outlay",74090.00,111270.00,954270.00
07,"Camden",0330,"Berlin Boro",77680,"'13-422-100-XX","Total Summer School-Instruction",0.00,0.00,47320.00
07,"Camden",0330,"Berlin Boro",77820,"'13-422-200-XX","Total Summer School-Support Services",0.00,0.00,37360.00
07,"Camden",0330,"Berlin Boro",77840,"'13-422-X00-XX","Total Summer School",0.00,0.00,84680.00
07,"Camden",0330,"Berlin Boro",83080,"'13-XXX-XXX-XX","Total Special Schools",0.00,0.00,84680.00
07,"Camden",0330,"Berlin Boro",84060,"'","General Fund Grand Total",11379106.00,12131891.00,13424246.00
07,"Camden",0330,"Berlin Boro",84100,"'20-XXX-XXX-XX","Local Projects",7818.00,2000.00,0.00
07,"Camden",0330,"Berlin Boro",88000,"'20-XXX-XXX-XX","Nonpublic Textbooks",8376.00,8308.00,8308.00
07,"Camden",0330,"Berlin Boro",88020,"'20-XXX-XXX-XX","Nonpublic Auxiliary Services",122137.00,69033.00,69033.00
07,"Camden",0330,"Berlin Boro",88040,"'20-XXX-XXX-XX","Nonpublic Handicapped Services",45932.00,68857.00,68857.00
07,"Camden",0330,"Berlin Boro",88060,"'20-XXX-XXX-XX","Nonpublic Nursing Services",9917.00,13872.00,13872.00
07,"Camden",0330,"Berlin Boro",88080,"'20-XXX-XXX-XX","Nonpublic Technology Initiative",5713.00,0.00,0.00
07,"Camden",0330,"Berlin Boro",88090,"'20-XXX-XXX-XX","Nonpublic Security Aid",13424.00,23800.00,23800.00
07,"Camden",0330,"Berlin Boro",88140,"'20-XXX-XXX-XX","Other",2645.00,0.00,0.00
07,"Camden",0330,"Berlin Boro",88180,"'","Total Other State Projects",208144.00,183870.00,183870.00
07,"Camden",0330,"Berlin Boro",88200,"'20-XXX-XXX-XX","Total State Projects",208144.00,183870.00,183870.00
07,"Camden",0330,"Berlin Boro",88500,"'20-XXX-XXX-XX","Title I",80798.00,80483.00,68411.00
07,"Camden",0330,"Berlin Boro",88520,"'20-XXX-XXX-XX","Title II",16018.00,18708.00,15902.00
07,"Camden",0330,"Berlin Boro",88560,"'20-XXX-XXX-XX","Title IV",12990.00,10000.00,8500.00
07,"Camden",0330,"Berlin Boro",88620,"'20-XXX-XXX-XX","I.D.E.A. Part B (Handicapped)",222193.00,218615.00,185824.00
07,"Camden",0330,"Berlin Boro",88678,"'20-477-XXX-XX","CARES Act Education Stabilization Fund",0.00,64559.00,0.00
07,"Camden",0330,"Berlin Boro",88705,"'20-478-XXX-XX","Bridging the Digital Divide Program",0.00,38829.00,0.00
07,"Camden",0330,"Berlin Boro",88706,"'20-479-XXX-XX","Coronavirus Relief Fund (CRF) Grant Program",0.00,32772.00,0.00
07,"Camden",0330,"Berlin Boro",88709,"'20-483-xxx-xx","CRRSA Act-ESSER II Grant Program",,0.00,80000.00
07,"Camden",0330,"Berlin Boro",88710,"'20-484-xxx-xx","CRRSA Act-Learning Acceleration Grant Program",,0.00,25000.00
07,"Camden",0330,"Berlin Boro",88711,"'20-485-xxx-xx","CRRSA Act-Mental Health Grant Program",,0.00,20000.00
07,"Camden",0330,"Berlin Boro",88740,"'20-XXX-XXX-XX","Total Federal Projects",331999.00,463966.00,403637.00
07,"Camden",0330,"Berlin Boro",88760,"'","Total Special Revenue Funds",547961.00,649836.00,587507.00
07,"Camden",0330,"Berlin Boro",89660,"'40-701-510-XX","Total Regular Debt Service",572500.00,558750.00,544500.00
07,"Camden",0330,"Berlin Boro",89980,"'","Total Debt Service Funds",572500.00,558750.00,544500.00
07,"Camden",0330,"Berlin Boro",90000,"'","Total Expenditures/Appropriations",12499567.00,13340477.00,14556253.00
07,"Camden",0330,"Berlin Boro",90010,"'","Total Expenditures Net of Transfers",12499567.00,13340477.00,14556253.00
07,"Camden",0340,"Berlin Twp",3200,"'11-1XX-100-XX","Total Regular Programs-Instruction",3124521.00,3115891.00,3139727.00
07,"Camden",0340,"Berlin Twp",10300,"'11-2XX-100-XX","Total Special Education-Instruction",1625308.00,1587597.00,1643728.00
07,"Camden",0340,"Berlin Twp",11160,"'11-230-100-XX","Total Basic Skills/Remedial-Instruction",92546.00,71271.00,88456.00
